LineId,text,anomaly_score,anomaly_result,label,correct
134,12-18 18:32:41.136 1795 1808 v activity manager: attempted to start a foreground service ( component info {com.sankuai.meituan/com.dianping.base.push.pushservice.dp.dp push service} ) with a broken notification (no icon: notification(pri=0 content view=null vibrate=null sound=null defaults=0x0 flags=0x40 color=0x00000000 vis=private)),1.0,application,application,True
135,12-18 18:31:41.117 1795 1808 v activity manager: attempted to start a foreground service ( component info {com.sankuai.meituan/com.dianping.base.push.pushservice.dp.dp push service} ) with a broken notification (no icon: notification(pri=0 content view=null vibrate=null sound=null defaults=0x0 flags=0x40 color=0x00000000 vis=private)),1.0,application,application,True
136,12-18 18:31:32.501 1795 1808 v activity manager: attempted to start a foreground service ( component info {com.sankuai.meituan/com.dianping.base.push.pushservice.dp.dp push service} ) with a broken notification (no icon: notification(pri=0 content view=null vibrate=null sound=null defaults=0x0 flags=0x40 color=0x00000000 vis=private)),1.0,application,application,True
137,12-18 18:27:37.613 1795 1808 v activity manager: attempted to start a foreground service ( component info {com.sankuai.meituan/com.dianping.base.push.pushservice.dp.dp push service} ) with a broken notification (no icon: notification(pri=0 content view=null vibrate=null sound=null defaults=0x0 flags=0x40 color=0x00000000 vis=private)),1.0,application,application,True
138,12-18 18:31:58.215 1795 1808 v activity manager: attempted to start a foreground service ( component info {com.sankuai.meituan/com.dianping.base.push.pushservice.dp.dp push service} ) with a broken notification (no icon: notification(pri=0 content view=null vibrate=null sound=null defaults=0x0 flags=0x40 color=0x00000000 vis=private)),1.0,application,application,True
139,"12-17 20:31:05.979 633 31868 e sdk : < 2016-12-17 20:31:05 > [err] sdk: ue- sec 2016-12-17 20:31:5:979 level[err] magic[3365677344 2217]: parse and save detail userinfo, failed to save ticket info.",1.0,other,other,True
140,"12-17 23:10:19.379 633 31868 e sdk : < 2016-12-17 23:10:19 > [err] sdk: ue- sec 2016-12-17 23:10:19:379 level[err] magic[3365677344 2217]: parse and save detail userinfo, failed to save ticket info.",1.0,application,other,False
141,12-17 23:00:37.622 633 31868 e sdk : < 2016-12-17 23:00:37 > [err] sdk: ue- sec 2016-12-17 23:0:37:622 level[err] magic[3365677344 1533]: read remote error when handshake start!,1.0,other,other,True
142,"12-17 23:41:24.861 633 31868 e sdk : < 2016-12-17 23:41:24 > [err] sdk: ue- sec 2016-12-17 23:41:24:861 level[err] magic[3365677344 2217]: parse and save detail userinfo, failed to save ticket info.",1.0,application,other,False
143,"12-17 21:13:13.609 633 31868 e sdk : < 2016-12-17 21:13:13 > [err] sdk: ue- sec 2016-12-17 21:13:13:609 level[err] magic[3365677344 2217]: parse and save detail userinfo, failed to save ticket info.",1.0,application,other,False
144,12-17 21:32:40.853 3218 3218 i q ims service: ims service sub : status for access tech network mode = -1 registered = 2 status = 0 restrict cause = 0,1.0,other,other,True
145,12-17 22:30:33.997 3218 3218 i q ims service: ims service sub : status for access tech network mode = 14 registered = 1 status = 2 restrict cause = 0,1.0,other,other,True
146,12-18 02:56:26.251 3218 3218 i q ims service: ims service sub : status for access tech network mode = -1 registered = 2 status = 0 restrict cause = 0,1.0,other,other,True
147,12-18 02:56:25.681 3218 3218 i q ims service: ims service sub : status for access tech network mode = -1 registered = 2 status = 0 restrict cause = 0,1.0,other,other,True
148,12-18 10:21:31.189 3218 3218 i q ims service: ims service sub : status for access tech network mode = -1 registered = 2 status = 0 restrict cause = 0,1.0,other,other,True
149,12-18 03:26:27.259 3218 3218 i q ims service: ims service sub : status for access tech network mode = -1 registered = 2 status = 0 restrict cause = 0,1.0,other,other,True
150,"12-17 20:31:05.985 633 31868 e sdk : < 2016-12-17 20:31:05 > [err] sdk: ue- sec 2016-12-17 20:31:5:985 level[err] magic[3365677344 2243]: parse and save detail userinfo, failed to save service ticket info.",1.0,application,application,True
151,"12-17 22:30:37.552 633 31868 e sdk : < 2016-12-17 22:30:37 > [err] sdk: ue- sec 2016-12-17 22:30:37:552 level[err] magic[3365677344 2243]: parse and save detail userinfo, failed to save service ticket info.",1.0,application,application,True
152,"12-17 21:13:13.625 633 31868 e sdk : < 2016-12-17 21:13:13 > [err] sdk: ue- sec 2016-12-17 21:13:13:625 level[err] magic[3365677344 2243]: parse and save detail userinfo, failed to save service ticket info.",1.0,application,application,True
153,"12-17 20:11:48.561 633 31868 e sdk : < 2016-12-17 20:11:48 > [err] sdk: ue- sec 2016-12-17 20:11:48:561 level[err] magic[3365677344 2243]: parse and save detail userinfo, failed to save service ticket info.",1.0,application,application,True
154, caused by: java.io.io exception: couldn't set up io streams,1.0,io,io,True
155, caused by: java.io.io exception: couldn't set up io streams,1.0,io,io,True
156, caused by: java.io.io exception: couldn't set up io streams,1.0,io,io,True
157, caused by: java.io.io exception: couldn't set up io streams,1.0,io,io,True
158, caused by: java.io.io exception: couldn't set up io streams,1.0,io,io,True
159, caused by: java.io.io exception: couldn't set up io streams,1.0,io,io,True
160,"2015-10-19 17:41:37,784 info [rm communicator allocator] org.apache.hadoop.mapreduce.v2.app.rm.rm container requestor: get resources() for application_1445182159119_0016: ask=4 release= 0 new containers=1 finished containers=1 resourcelimit=<memory:1024, v cores:-26> knownn ms=4",1.0,other,other,True
161,"2015-10-17 17:11:07,485 info [ thread-100] org.apache.hadoop.mapreduce.jobhistory. job history event handler: stopping job history event handler. size of the outstanding queue size is 0",1.0,other,other,True
162,"2015-10-18 21:45:16,032 info [ thread-626] org.apache.hadoop.mapreduce.jobhistory. job history event handler: stopping job history event handler. size of the outstanding queue size is 0",1.0,other,other,True
163,"2015-10-17 22:50:28,949 info [ thread-78] org.apache.hadoop.mapreduce.jobhistory. job history event handler: stopping job history event handler. size of the outstanding queue size is 0",1.0,other,other,True
164,"2015-10-17 15:42:46,470 info [ thread-101] org.apache.hadoop.mapreduce.jobhistory. job history event handler: stopping job history event handler. size of the outstanding queue size is 0",1.0,other,other,True
165,"2015-10-17 23:51:07,478 info [ thread-152] org.apache.hadoop.mapreduce.jobhistory. job history event handler: stopping job history event handler. size of the outstanding queue size is 0",1.0,other,other,True
166,"2015-10-18 18:23:03,943 info [ thread-110] org.apache.hadoop.mapreduce.jobhistory. job history event handler: stopping job history event handler. size of the outstanding queue size is 0",1.0,other,other,True
167,"2015-10-17 15:42:39,203 info [rm communicator allocator] org.apache.hadoop.mapreduce.v2.app.rm.rm container requestor: get resources() for application_1445062781478_0012: ask=4 release= 0 new containers=1 finished containers=1 resourcelimit=<memory:0, v cores:-35> knownn ms=5",1.0,other,other,True
168,"2015-10-17 21:45:51,915 info [rm communicator allocator] org.apache.hadoop.mapreduce.v2.app.rm.rm container allocator: before scheduling: pending reds:0 scheduled maps:0 scheduled reds:0 assigned maps:3 assigned reds:1 completed maps:11 completed reds:1 cont alloc:23 cont rel:0 host local:18 rack local:4",1.0,other,other,True
169,"java.io.io exception: failed on local exception: java.io.io exception: an existing connection was forcibly closed by the remote host; host details : local host is: ""msra-sa-39/172.22.149.145""; destination host is: ""04dn8iq.fareast.corp.microsoft.com"":51086;",1.0,io,io,True
170,"java.io.io exception: failed on local exception: java.io.io exception: an existing connection was forcibly closed by the remote host; host details : local host is: ""msra-sa-41/10.190.173.170""; destination host is: ""minint-fnanli5.fareast.corp.microsoft.com"":52839;",1.0,io,io,True
171,"java.io.io exception: failed on local exception: java.io.io exception: an existing connection was forcibly closed by the remote host; host details : local host is: ""minint-fnanli5/127.0.0.1""; destination host is: ""msra-sa-41"":8030;",1.0,io,io,True
172,"java.io.io exception: failed on local exception: java.io.io exception: an existing connection was forcibly closed by the remote host; host details : local host is: ""minint-fnanli5/127.0.0.1""; destination host is: ""msra-sa-41"":8030;",1.0,io,io,True
173,"2015-10-17 21:51:59,593 info [fetcher#1] org.apache.hadoop.mapreduce.task.reduce. on disk map output: read 216992142 bytes from map-output for attempt_1445087491445_0004_m_000004_1000",1.0,other,other,True
174,"2015-10-19 17:57:38,890 info [fetcher#1] org.apache.hadoop.mapreduce.task.reduce. on disk map output: read 60513769 bytes from map-output for attempt_1445182159119_0019_m_000004_1000",1.0,other,other,True
175,"2015-10-19 17:41:42,316 info [fetcher#1] org.apache.hadoop.mapreduce.task.reduce. on disk map output: read 60515104 bytes from map-output for attempt_1445182159119_0017_m_000006_0",1.0,other,other,True
176,"2015-10-17 23:23:34,620 info [fetcher#1] org.apache.hadoop.mapreduce.task.reduce. on disk map output: read 216988127 bytes from map-output for attempt_1445094324383_0002_m_000000_0",1.0,other,other,True
177,"2015-10-19 14:23:11,900 info [fetcher#1] org.apache.hadoop.mapreduce.task.reduce. on disk map output: read 217011667 bytes from map-output for attempt_1445182159119_0001_m_000006_0",1.0,other,other,True
178,"2015-10-17 21:51:56,107 info [fetcher#1] org.apache.hadoop.mapreduce.task.reduce. on disk map output: read 216991209 bytes from map-output for attempt_1445087491445_0004_m_000012_1",1.0,other,other,True
179,"2015-10-18 18:17:11,191 info [ async dispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl. task attempt impl: the job-conf file on the remote fs is /tmp/hadoop-yarn/staging/msrabi/.staging/job_1445144423722_0023/job.xml",1.0,other,other,True
180,"2015-10-17 21:47:51,643 info [ async dispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl. task attempt impl: the job-jar file on the remote fs is hdfs://msra-sa-41:9000/tmp/hadoop-yarn/staging/msrabi/.staging/job_1445087491445_0004/job.jar",1.0,other,other,True
181,"2015-10-19 14:21:39,705 info [ async dispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl. task attempt impl: the job-jar file on the remote fs is hdfs://msra-sa-41:9000/tmp/hadoop-yarn/staging/msrabi/.staging/job_1445182159119_0002/job.jar",1.0,other,other,True
182,"2015-10-17 18:15:59,535 info [ async dispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl. task attempt impl: the job-jar file on the remote fs is hdfs://msra-sa-41:9000/tmp/hadoop-yarn/staging/msrabi/.staging/job_1445076437777_0005/job.jar",1.0,other,other,True
183,"2015-10-19 17:39:20,492 info [ async dispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl. task attempt impl: the job-conf file on the remote fs is /tmp/hadoop-yarn/staging/msrabi/.staging/job_1445182159119_0017/job.xml",1.0,other,other,True
184,"2015-10-17 18:09:26,915 info [ async dispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl. task attempt impl: the job-conf file on the remote fs is /tmp/hadoop-yarn/staging/msrabi/.staging/job_1445076437777_0002/job.xml",1.0,other,other,True
185,"2015-10-18 18:21:13,061 info [rm communicator allocator] org.apache.hadoop.mapreduce.v2.app.rm.rm container requestor: get resources() for application_1445144423722_0020: ask=1 release= 0 new containers=0 finished containers=0 resourcelimit=<memory:0, v cores:-20> knownn ms=3",1.0,other,other,True
186,"2015-10-17 18:16:48,500 info [ container launcher #4] org.apache.hadoop.ipc. client: retrying connect to server: minint-fnanli5.fareast.corp.microsoft.com/10.86.169.121:64642. already tried 6 time(s); max retries=45",1.0,network,other,False
187,"2015-10-17 22:46:05,693 info [ container launcher #1] org.apache.hadoop.ipc. client: retrying connect to server: minint-fnanli5.fareast.corp.microsoft.com/10.86.169.121:55135. already tried 32 time(s); max retries=45",1.0,network,other,False
188,"2015-10-17 22:40:51,606 info [ container launcher #9] org.apache.hadoop.ipc. client: retrying connect to server: minint-fnanli5.fareast.corp.microsoft.com/10.86.169.121:55135. already tried 20 time(s); max retries=45",1.0,network,other,False
189,"2015-10-17 18:16:28,500 info [ container launcher #4] org.apache.hadoop.ipc. client: retrying connect to server: minint-fnanli5.fareast.corp.microsoft.com/10.86.169.121:64642. already tried 5 time(s); max retries=45",1.0,network,other,False
190,"2015-10-18 18:12:08,669 info [ container launcher #9] org.apache.hadoop.ipc. client: retrying connect to server: minint-fnanli5.fareast.corp.microsoft.com/10.86.169.121:52368. already tried 7 time(s); max retries=45",1.0,network,other,False
191,"2015-10-17 22:43:05,688 info [ container launcher #1] org.apache.hadoop.ipc. client: retrying connect to server: minint-fnanli5.fareast.corp.microsoft.com/10.86.169.121:55135. already tried 23 time(s); max retries=45",1.0,network,other,False
192,"2015-10-18 18:04:10,002 info [rm communicator allocator] org.apache.hadoop.mapreduce.v2.app.rm.rm container allocator: after scheduling: pending reds:1 scheduled maps:0 scheduled reds:0 assigned maps:10 assigned reds:0 completed maps:0 completed reds:0 cont alloc:11 cont rel:1 host local:7 rack local:3",1.0,other,other,True
193,"2015-10-17 22:31:47,166 info [fetcher#4] org.apache.hadoop.mapreduce.task.reduce. fetcher: fetcher#4 about to shuffle output of map attempt_1445087491445_0008_m_000005_0 decomp: 216990140 len: 216990144 to disk",1.0,other,other,True
194,"2015-10-18 18:04:16,054 info [fetcher#4] org.apache.hadoop.mapreduce.task.reduce. fetcher: fetcher#4 about to shuffle output of map attempt_1445144423722_0021_m_000006_0 decomp: 60515100 len: 60515104 to disk",1.0,other,other,True
195,"2015-10-18 18:24:01,305 info [fetcher#3] org.apache.hadoop.mapreduce.task.reduce. fetcher: fetcher#3 about to shuffle output of map attempt_1445144423722_0020_m_000006_1001 decomp: 60515100 len: 60515104 to disk",1.0,other,other,True
196,"2015-10-17 22:01:55,271 info [fetcher#3] org.apache.hadoop.mapreduce.task.reduce. fetcher: fetcher#3 about to shuffle output of map attempt_1445087491445_0002_m_000012_1 decomp: 216991205 len: 216991209 to disk",1.0,other,other,True
197,"2015-10-17 22:01:53,161 info [fetcher#3] org.apache.hadoop.mapreduce.task.reduce. fetcher: fetcher#3 about to shuffle output of map attempt_1445087491445_0002_m_000010_0 decomp: 216998520 len: 216998524 to disk",1.0,other,other,True
198,"2015-10-18 18:04:14,664 info [fetcher#4] org.apache.hadoop.mapreduce.task.reduce. fetcher: fetcher#4 about to shuffle output of map attempt_1445144423722_0021_m_000003_0 decomp: 60515787 len: 60515791 to disk",1.0,other,other,True
199,"2015-10-18 21:45:16,048 info [ thread-626] org.apache.hadoop.service. abstract service: service job history event handler failed in state stopped; cause: org.apache.hadoop.yarn.exceptions. yarn runtime exception: java.net. no route to host exception: no route to host from minint-fnanli5/127.0.0.1 to msra-sa-41:9000 failed on socket timeout exception: java.net. no route to host exception: no route to host: no further information; for more details see: http://wiki.apache.org/hadoop/ no route to host",1.0,network,network,True
200,"2015-10-18 18:08:01,660 warn [rm communicator allocator] org.apache.hadoop.ipc. client: address change detected. old: msra-sa-41/10.190.173.170:8030 new: msra-sa-41:8030",1.0,other,other,True
201,"2015-10-17 22:29:09,905 info [rm communicator allocator] org.apache.hadoop.mapreduce.v2.app.rm.rm container requestor: get resources() for application_1445087491445_0009: ask=4 release= 0 new containers=0 finished containers=0 resourcelimit=<memory:15360, v cores:-27> knownn ms=6",1.0,other,other,True
202,"2015-10-17 23:07:58,889 info [main] org.apache.hadoop.mapreduce.v2.jobhistory. job history utils: default file system [hdfs://msra-sa-41:9000]",1.0,other,other,True
203,"2015-10-18 21:45:16,048 warn [ thread-626] org.apache.hadoop.service. composite service: when stopping the service job history event handler : org.apache.hadoop.yarn.exceptions. yarn runtime exception: java.net. no route to host exception: no route to host from minint-fnanli5/127.0.0.1 to msra-sa-41:9000 failed on socket timeout exception: java.net. no route to host exception: no route to host: no further information; for more details see: http://wiki.apache.org/hadoop/ no route to host",1.0,network,other,False
204,"2015-10-17 18:11:53,377 info [rm communicator allocator] org.apache.hadoop.mapreduce.v2.app.rm.rm container requestor: get resources() for application_1445076437777_0003: ask=4 release= 0 new containers=0 finished containers=2 resourcelimit=<memory:0, v cores:-35> knownn ms=5",1.0,other,other,True
205,"2015-10-17 16:53:31,853 info [ipc server handler 27 on 19061] org.apache.hadoop.mapred. task attempt listener impl: map completion events reques2015-10-17 16:47:46,706 info [main] org.apache.hadoop.metrics2.impl. metrics config: loaded properties from hadoop-metrics2.properties",1.0,other,other,True
206,"2015-10-18 18:01:52,815 info [main] org.apache.hadoop.mapreduce.v2.app.launcher. container launcher impl: upper limit on the thread pool size is 500",1.0,other,other,True
207,org.apache.hadoop.yarn.exceptions. yarn runtime exception: java.net. no route to host exception: no route to host from minint-fnanli5/127.0.0.1 to msra-sa-41:9000 failed on socket timeout exception: java.net. no route to host exception: no route to host: no further information; for more details see: http://wiki.apache.org/hadoop/ no route to host,1.0,network,network,True
208,org.apache.hadoop.yarn.exceptions. yarn runtime exception: java.net. no route to host exception: no route to host from minint-fnanli5/127.0.0.1 to msra-sa-41:9000 failed on socket timeout exception: java.net. no route to host exception: no route to host: no further information; for more details see: http://wiki.apache.org/hadoop/ no route to host,1.0,network,network,True
209,org.apache.hadoop.yarn.exceptions. yarn runtime exception: java.net. no route to host exception: no route to host from minint-fnanli5/127.0.0.1 to msra-sa-41:9000 failed on socket timeout exception: java.net. no route to host exception: no route to host: no further information; for more details see: http://wiki.apache.org/hadoop/ no route to host,1.0,network,network,True
210,org.apache.hadoop.yarn.exceptions. yarn runtime exception: java.net. no route to host exception: no route to host from minint-fnanli5/127.0.0.1 to msra-sa-41:9000 failed on socket timeout exception: java.net. no route to host exception: no route to host: no further information; for more details see: http://wiki.apache.org/hadoop/ no route to host,1.0,network,network,True
211,"2015-10-17 16:55:48,652 info [rm communicator allocator] org.apache.hadoop.mapreduce.v2.app.rm.rm container allocator: before scheduling: pending reds:0 scheduled maps:0 scheduled reds:0 assigned maps:11 assigned reds:1 completed maps:4 completed reds:0 cont alloc:16 cont rel:0 host local:1 rack local:14",1.0,other,other,True
212,"2015-10-19 15:58:31,039 info [rm communicator allocator] org.apache.hadoop.mapreduce.v2.app.rm.rm container allocator: before scheduling: pending reds:0 scheduled maps:0 scheduled reds:0 assigned maps:13 assigned reds:1 completed maps:2 completed reds:0 cont alloc:17 cont rel:0 host local:7 rack local:6",1.0,other,other,True
213,"2015-10-19 15:55:25,687 info [rm communicator allocator] org.apache.hadoop.mapreduce.v2.app.rm.rm container allocator: before scheduling: pending reds:0 scheduled maps:0 scheduled reds:0 assigned maps:7 assigned reds:1 completed maps:7 completed reds:0 cont alloc:16 cont rel:0 host local:8 rack local:7",1.0,other,other,True
214,"2015-10-17 21:33:42,431 info [rm communicator allocator] org.apache.hadoop.mapreduce.v2.app.rm.rm container allocator: before scheduling: pending reds:0 scheduled maps:0 scheduled reds:0 assigned maps:6 assigned reds:1 completed maps:11 completed reds:0 cont alloc:21 cont rel:0 host local:13 rack local:7",1.0,other,other,True
215,"2015-10-17 21:32:19,252 info [rm communicator allocator] org.apache.hadoop.mapreduce.v2.app.rm.rm container allocator: before scheduling: pending reds:0 scheduled maps:0 scheduled reds:0 assigned maps:12 assigned reds:1 completed maps:8 completed reds:0 cont alloc:21 cont rel:0 host local:13 rack local:7",1.0,other,other,True
216,"2015-10-18 18:09:28,654 info [rm communicator allocator] org.apache.hadoop.mapreduce.v2.app.rm.rm container allocator: before scheduling: pending reds:0 scheduled maps:0 scheduled reds:0 assigned maps:4 assigned reds:1 completed maps:9 completed reds:0 cont alloc:16 cont rel:0 host local:7 rack local:8",1.0,other,other,True
217,"2015-10-18 18:06:28,233 warn [ committer event processor #2] org.apache.hadoop.ipc. client: address change detected. old: msra-sa-41/10.190.173.170:9000 new: msra-sa-41:9000",1.0,other,other,True
218,"java.io.io exception: failed on local exception: java.io.io exception: couldn't set up io streams; host details : local host is: ""minint-fnanli5/127.0.0.1""; destination host is: ""msra-sa-41"":8030;",1.0,io,io,True
219,"java.io.io exception: failed on local exception: java.io.io exception: couldn't set up io streams; host details : local host is: ""minint-fnanli5/127.0.0.1""; destination host is: ""msra-sa-41"":8030;",1.0,io,io,True
220,"java.io.io exception: failed on local exception: java.io.io exception: couldn't set up io streams; host details : local host is: ""minint-fnanli5/127.0.0.1""; destination host is: ""msra-sa-41"":8030;",1.0,io,io,True
221,"java.io.io exception: failed on local exception: java.io.io exception: couldn't set up io streams; host details : local host is: ""minint-fnanli5/127.0.0.1""; destination host is: ""msra-sa-41"":8030;",1.0,io,io,True
222,"java.io.io exception: failed on local exception: java.io.io exception: couldn't set up io streams; host details : local host is: ""minint-fnanli5/127.0.0.1""; destination host is: ""msra-sa-41"":8030;",1.0,io,io,True
223,"java.io.io exception: failed on local exception: java.io.io exception: couldn't set up io streams; host details : local host is: ""minint-fnanli5/127.0.0.1""; destination host is: ""msra-sa-41"":8030;",1.0,io,io,True
224,"2015-10-17 21:41:34,154 warn [ response processor for block bp-1347369012-10.190.173.170-1444972147527:blk_1073742860_2056] org.apache.hadoop.hdfs.dfs client: slow read processor read fields took 48944ms (threshold=30000ms); ack: seqno: -2 status: success status: error downstream ack time nanos: 0, targets: [172.22.149.145:50010, 10.86.169.121:50010]",1.0,io,io,True
225,"2015-10-18 18:05:57,009 warn [ response processor for block bp-1347369012-10.190.173.170-1444972147527:blk_1073743512_2731] org.apache.hadoop.hdfs.dfs client: slow read processor read fields took 65020ms (threshold=30000ms); ack: seqno: -2 status: success status: error downstream ack time nanos: 0, targets: [10.86.169.121:50010, 10.190.173.170:50010]",1.0,io,io,True
226,"2015-10-18 21:39:35,263 warn [ response processor for block bp-1347369012-10.190.173.170-1444972147527:blk_1073743653_2876] org.apache.hadoop.hdfs.dfs client: slow read processor read fields took 49366ms (threshold=30000ms); ack: seqno: -2 status: success status: error downstream ack time nanos: 0, targets: [10.86.169.121:50010, 172.22.149.145:50010]",1.0,io,io,True
227,"2015-10-18 18:05:27,553 warn [ response processor for block bp-1347369012-10.190.173.170-1444972147527:blk_1073743510_2729] org.apache.hadoop.hdfs.dfs client: slow read processor read fields took 48905ms (threshold=30000ms); ack: seqno: -2 status: success status: error downstream ack time nanos: 0, targets: [10.190.173.170:50010, 10.86.169.121:50010]",1.0,io,io,True
228,"2015-10-17 21:41:19,819 warn [ response processor for block bp-1347369012-10.190.173.170-1444972147527:blk_1073742863_2059] org.apache.hadoop.hdfs.dfs client: slow read processor read fields took 48906ms (threshold=30000ms); ack: seqno: -2 status: success status: error downstream ack time nanos: 0, targets: [10.190.173.170:50010, 10.86.169.121:50010]",1.0,io,io,True
229,"2015-10-17 21:26:11,195 info [rm communicator allocator] org.apache.hadoop.mapreduce.v2.app.rm.rm container requestor: get resources() for application_1445087491445_0004: ask=5 release= 0 new containers=0 finished containers=1 resourcelimit=<memory:0, v cores:-35> knownn ms=5",1.0,other,other,True
230,"2015-10-17 23:11:20,137 info [rm communicator allocator] org.apache.hadoop.mapreduce.v2.app.rm.rm container requestor: get resources() for application_1445094324383_0001: ask=4 release= 0 new containers=0 finished containers=1 resourcelimit=<memory:0, v cores:-35> knownn ms=5",1.0,other,other,True
231,"2015-10-17 18:11:49,466 info [rm communicator allocator] org.apache.hadoop.mapreduce.v2.app.rm.rm container requestor: get resources() for application_1445076437777_0002: ask=4 release= 0 new containers=0 finished containers=1 resourcelimit=<memory:0, v cores:-35> knownn ms=5",1.0,other,other,True
232,"2015-10-18 18:08:26,302 error [rm communicator allocator] org.apache.hadoop.mapreduce.v2.app.rm.rm container allocator: error in contacting rm.",1.0,network,network,True
233,"2015-10-19 14:42:55,026 info [rm communicator allocator] org.apache.hadoop.mapreduce.v2.app.rm.rm container allocator: before scheduling: pending reds:0 scheduled maps:0 scheduled reds:0 assigned maps:0 assigned reds:1 completed maps:10 completed reds:1 cont alloc:17 cont rel:0 host local:9 rack local:4",1.0,other,other,True
234,- 1131597487 2005.11.09 tbird-sm1 nov 9 20:38:07 src@tbird-sm1 ib_sm.x[24904]: [ib_sm_sweep.c:1482]: no configuration change required,1.0,other,other,True
235,- 1131567440 2005.11.09 tbird-sm1 nov 9 12:17:20 src@tbird-sm1 ib_sm.x[24904]: [ib_sm_sweep.c:1482]: no configuration change required,1.0,other,other,True
236,- 1131577429 2005.11.09 tbird-sm1 nov 9 15:03:49 src@tbird-sm1 ib_sm.x[24904]: [ib_sm_sweep.c:1482]: no configuration change required,1.0,other,other,True
237,- 1131595260 2005.11.09 tbird-sm1 nov 9 20:01:00 src@tbird-sm1 ib_sm.x[24904]: [ib_sm_sweep.c:1482]: no configuration change required,1.0,other,other,True
238,- 1131586425 2005.11.09 tbird-sm1 nov 9 17:33:45 src@tbird-sm1 ib_sm.x[24904]: [ib_sm_sweep.c:1482]: no configuration change required,1.0,other,other,True
239,- 1131571333 2005.11.09 tbird-sm1 nov 9 13:22:13 src@tbird-sm1 ib_sm.x[24904]: [ib_sm_sweep.c:1482]: no configuration change required,1.0,other,other,True
240,- 1131577899 2005.11.09 dn467 nov 9 15:11:39 dn467/dn467 instsvcdrv: dcdipm device driver loaded,1.0,other,other,True
241,- 1131577157 2005.11.09 bn715 nov 9 14:59:17 bn715/bn715 instsvcdrv: dcdbas device driver loaded,1.0,other,other,True
242,- 1131574313 2005.11.09 bn91 nov 9 14:11:53 bn91/bn91 instsvcdrv: dcdbas device driver loaded,1.0,other,other,True
243,- 1131579042 2005.11.09 dn217 nov 9 15:30:42 dn217/dn217 instsvcdrv: dcdbas device driver loaded,1.0,other,other,True
244,- 1131577113 2005.11.09 cn6 nov 9 14:58:33 cn6/cn6 instsvcdrv: dcdipm device driver loaded,1.0,other,other,True
245,- 1131579084 2005.11.09 dn224 nov 9 15:31:24 dn224/dn224 instsvcdrv: dcdbas device driver loaded,1.0,other,other,True
246,- 1131579078 2005.11.09 dn209 nov 9 15:31:18 dn209/dn209 kernel: uhci_hcd 0000:00:1d.0: uhci host controller,1.0,other,other,True
247,- 1131579073 2005.11.09 dn221 nov 9 15:31:13 dn221/dn221 kernel: uhci_hcd 0000:00:1d.0: uhci host controller,1.0,other,other,True
248,- 1131579036 2005.11.09 dn218 nov 9 15:30:36 dn218/dn218 kernel: uhci_hcd 0000:00:1d.0: uhci host controller,1.0,other,other,True
249,- 1131577112 2005.11.09 cn8 nov 9 14:58:32 cn8/cn8 kernel: uhci_hcd 0000:00:1d.0: uhci host controller,1.0,other,other,True
250,- 1131577068 2005.11.09 cn11 nov 9 14:57:48 cn11/cn11 kernel: uhci_hcd 0000:00:1d.0: uhci host controller,1.0,other,other,True
251,- 1131579081 2005.11.09 dn212 nov 9 15:31:21 dn212/dn212 kernel: uhci_hcd 0000:00:1d.0: uhci host controller,1.0,other,other,True
252,"- 1131579741 2005.11.09 en171 nov 9 15:42:21 en171/en171 kernel: ext3 fs on sda5, internal journal",1.0,other,other,True
253,"- 1131577111 2005.11.09 cn3 nov 9 14:58:31 cn3/cn3 kernel: ext3 fs on sda6, internal journal",1.0,other,other,True
254,"- 1131577154 2005.11.09 bn715 nov 9 14:59:14 bn715/bn715 kernel: ext3 fs on sda3, internal journal",1.0,other,other,True
255,"- 1131577113 2005.11.09 cn5 nov 9 14:58:33 cn5/cn5 kernel: ext3 fs on sda3, internal journal",1.0,other,other,True
256,"- 1131579036 2005.11.09 dn218 nov 9 15:30:36 dn218/dn218 kernel: ext3 fs on sda3, internal journal",1.0,other,other,True
257,"- 1131579078 2005.11.09 dn209 nov 9 15:31:18 dn209/dn209 kernel: ext3 fs on sda5, internal journal",1.0,other,other,True
258,- 1131579272 2005.11.09 tbird-sm1 nov 9 15:34:32 src@tbird-sm1 ib_sm.x[24904]: [info]: configuration caused by multicast membership change,1.0,other,other,True
259,- 1131585598 2005.11.09 tbird-sm1 nov 9 17:19:58 src@tbird-sm1 ib_sm.x[24904]: [info]: configuration caused by discovering new ports,1.0,other,other,True
260,- 1131583679 2005.11.09 tbird-sm1 nov 9 16:47:59 src@tbird-sm1 ib_sm.x[24904]: [info]: configuration caused by discovering removed ports,1.0,other,other,True
261,- 1131576443 2005.11.09 tbird-sm1 nov 9 14:47:23 src@tbird-sm1 ib_sm.x[24904]: [info]: configuration caused by multicast membership change,1.0,other,other,True
262,- 1131579813 2005.11.09 tbird-sm1 nov 9 15:43:33 src@tbird-sm1 ib_sm.x[24904]: [info]: configuration caused by discovering removed ports,1.0,other,other,True
